#node	date	numeric date
NODE_0000535	1968-09-03	1968.675276
A2/AL43VDSB/Belgium/2001/Belgium	2001-01-01	2001.000000
A/25a/Belgium/2001/Belgium	2001-01-01	2001.000000
NODE_0000555	1723-10-19	1723.800023
NODE_0000556	1827-11-03	1827.840938
NODE_0000557	1869-07-07	1869.515595
A/GU563550/Belgium/2004/Belgium	2004-01-01	2004.000000
A2/EU859954/Belgium/1998/Belgium	1998-01-01	1998.000000
NODE_0000644	1854-10-29	1854.829012
A/G1006a/Belgium/1992/Belgium	1992-01-01	1992.000000
NODE_0000559	1933-03-11	1933.193837
A/GU563555/Belgium/2007/Belgium	2007-01-01	2007.000000
A2/AL70SJ/Belgium/2006/Belgium	2006-01-01	2006.000000
NODE_0000646	1960-12-18	1960.966424
A2/AL16HY/Belgium/1997/Belgium	1997-01-01	1997.000000
NODE_0000647	1963-11-17	1963.879707
A2/EU859943/Belgium/2000/Belgium	2000-01-01	2000.000000
NODE_0000648	1964-04-23	1964.309835
A2/EU859941/Belgium/2000/Belgium	2000-01-01	2000.000000
A/37a/Belgium/1998/Belgium	1998-01-01	1998.000000
NODE_0000564	1818-06-23	1818.478669
NODE_0000565	1964-10-19	1964.800920
A2/AB697506/Japan/2006/Japan	2006-01-01	2006.000000
NODE_0000651	2006-01-01	2006.000000
A/AB453981/Japan/2006/Japan	2006-01-01	2006.000000
A2/AB697507/Japan/2007/Japan	2007-01-01	2007.000000
NODE_0000567	1843-10-30	1843.830590
A/KC836877/Japan/1993/Japan	1993-01-01	1993.000000
NODE_0000581	1916-05-21	1916.388321
A2/AB697511/Japan/2007/Japan	2007-01-01	2007.000000
NODE_0000522	1970-12-24	1970.980794
A2/AB697512/Japan/2007/Japan	2007-01-01	2007.000000
NODE_0000654	2003-01-01	2003.000000
A2/AB697488/Japan/2003/Japan	2003-01-01	2003.000000
NODE_0000655	2004-01-01	2004.000000
A2/AB697501/Japan/2006/Japan	2006-01-01	2006.000000
A2/AB697489/Japan/2004/Japan	2004-01-01	2004.000000
NODE_0000656	1948-02-25	1948.155051
A2/AB937798/Japan/1988/Japan	1988-01-01	1988.000000
NODE_0000657	1948-02-25	1948.155051
NODE_0000658	1969-11-24	1969.898662
A/AB453980/Japan/2006/Japan	2006-01-01	2006.000000
NODE_0000659	1971-01-30	1971.083000
A2/AB697509/Japan/2007/Japan	2007-01-01	2007.000000
NODE_0000660	2006-01-01	2006.000000
A/AB453979/Japan/2006/Japan	2006-01-01	2006.000000
A2/AB697504/Japan/2006/Japan	2006-01-01	2006.000000
NODE_0000568	1982-05-19	1982.381194
A2/AB697497/Japan/2006/Japan	2006-01-01	2006.000000
A2/AB697498/Japan/2006/Japan	2006-01-01	2006.000000
NODE_0000662	2002-01-01	2002.000000
A2/AB697496/Japan/2002/Japan	2002-01-01	2002.000000
NODE_0000663	2005-01-01	2005.000000
A2/AB697491/Japan/2005/Japan	2005-01-01	2005.000000
NODE_0000664	2005-03-01	2005.164647
NODE_0000665	2006-01-01	2006.000000
A2/AB697499/Japan/2006/Japan	2006-01-01	2006.000000
A2/AB697505/Japan/2006/Japan	2006-01-01	2006.000000
NODE_0000666	2006-01-01	2006.000000
A2/AB697503/Japan/2006/Japan	2006-01-01	2006.000000
A2/AB697508/Japan/2007/Japan	2007-01-01	2007.000000
