# BEAST v1.10.5 Prerelease #8a10723
# Generated Tue Sep 26 14:39:31 CEST 2023 [seed=1695731962105]
# -beagle_double HBV-E_updated_geo_priors_completeHistory_posterior_run1.xml
state	posterior	prior	likelihood	location.root.frequencies1	location.root.frequencies2	location.root.frequencies3	location.clock.rate.exp.mean	location.clock.rate	location.rates.Africa.Americas	location.rates.Africa.Europe	location.rates.Americas.Europe	location.rates.Americas.Africa	location.rates.Europe.Africa	location.rates.Europe.Americas	location.indicators.Africa.Americas	location.indicators.Africa.Europe	location.indicators.Americas.Europe	location.indicators.Americas.Africa	location.indicators.Europe.Africa	location.indicators.Europe.Americas	location.nonZeroRates	Current Tree	c_allTransitions[1]
300000	-46.058363952697874	-5.9980863655596615	-40.060277587138216	0.45271793226398077	0.25152942949778156	0.29575263823823816	0.15534185786284666	0.01798141159668644	2.7396778132009776	0.2196986788451715	0.9879254098407283	0.10341135175249253	1.2550116495836963	0.5895841006165401	0.0	1.0	0.0	1.0	1.0	1.0	4.0	892.0	15.0
310000	-50.62088528361009	-8.37986914432616	-42.241016139283936	0.4174127702791801	0.2901241515032723	0.29246307821754813	0.2078585682260296	0.25602695528769537	0.21135737999098048	0.02106241918133229	3.0018342700820524	1.0129918165703335	0.829023204374389	1.6217372921531898	0.0	1.0	1.0	1.0	0.0	1.0	4.0	711.0	136.0
320000	-40.70665627029524	1.0537843696658347	-41.760440639961075	0.419215018307276	0.32713266019022713	0.25365232150249767	0.0021587584776309727	0.0015270405485298798	0.5382936635536456	1.2162804818118396	0.2835472422752458	0.39103274694162093	1.0799915313125554	0.029437775990641464	1.0	1.0	1.0	1.0	1.0	1.0	6.0	407.0	8.0
330000	-44.13931710206021	-5.237312850801365	-38.902004251258845	0.4091536238220872	0.38651229538340853	0.204334080794505	0.03478934652602679	0.008385056811774193	0.083495175807892	0.465661359618547	1.8341865165223874	1.004922458653756	1.8567350564905822	0.8650440133133178	1.0	1.0	1.0	1.0	1.0	1.0	6.0	525.0	11.0
340000	-47.69042408870665	-8.958463596723874	-38.731960491982775	0.3202329834237481	0.43228893414318426	0.24747808243306818	0.08499336679423407	0.006799987675518444	2.1544304207554	0.6336154712525983	0.7619277335771361	0.8502477998274437	1.842312281313169	3.5886569941101323	0.0	1.0	1.0	1.0	0.0	1.0	4.0	72.0	9.0
350000	-39.51747237081785	1.018885559467682	-40.53635793028553	0.36919168680193404	0.2930811358281036	0.33772717736996294	0.002338377570973546	0.002730793875039072	0.6111249310897254	0.7538783212745662	0.29287474178411493	0.8424096578956544	0.8061450987036543	0.8906005663750655	0.0	1.0	1.0	0.0	1.0	1.0	4.0	425.0	9.0
360000	-42.67155446413629	-1.3485931433088716	-41.322961320827424	0.33931968921219735	0.3025812864724509	0.35809902431535223	0.004982218313771957	9.0215420962411E-4	0.689837053853134	2.589401945576243	0.8245725736201331	0.36239768571831615	0.7099248269690305	0.72834437467269	1.0	1.0	0.0	1.0	1.0	1.0	5.0	14.0	8.0
370000	-45.04116169286357	-4.433864382859774	-40.607297310003794	0.29642966971787904	0.34045206395857747	0.36311826632354394	0.0032982754858137597	0.010816656094951901	2.238815708231542	0.42663135119652545	0.20426133971639474	0.1775188097669281	0.5100188676622722	2.9536452572008094	0.0	1.0	1.0	1.0	1.0	1.0	5.0	969.0	13.0
380000	-46.06300596727972	-7.2033466912043895	-38.859659276075334	0.3612424065517633	0.36638059501485293	0.2723769984333842	0.01896441627823143	0.0010766174940620614	1.0988214539366101	3.0060587830401597	2.8860963641332815	1.7953127468193049	0.08030211907156443	1.004920108447279	1.0	1.0	1.0	0.0	1.0	1.0	5.0	252.0	8.0
390000	-43.63045422469691	-2.8604491286605436	-40.77000509603637	0.4243603425940065	0.3395434842525086	0.23609617315348563	0.00185576443593959	0.0018967973337114881	0.3759587344151551	1.7875009840122176	2.7405886458960236	1.0842917836724228	0.5893424309087274	1.4805466456744452	1.0	1.0	1.0	0.0	1.0	1.0	5.0	81.0	8.0
400000	-38.50876643314089	0.6123868782084076	-39.121153311349296	0.3965958344096999	0.3279847418743705	0.2754194237159303	0.0033539393047236	0.0012404671382147197	0.052317506139441854	2.2417003374826545	0.6682602983048865	0.2289441578202712	0.4331909308367494	0.031582694029161876	1.0	1.0	1.0	1.0	1.0	1.0	6.0	412.0	8.0
410000	-40.553403830379224	-1.2014241539719328	-39.35197967640729	0.3158749743621118	0.3913097432660129	0.292815282371876	0.05344517242375597	0.008280434619189456	0.5080089131607175	0.09213314358133634	0.30659312666004296	0.11962581481705989	0.8495414482757866	0.32414547952319384	0.0	1.0	1.0	1.0	1.0	1.0	5.0	106.0	12.0
420000	-50.174180112433206	-7.945162973789781	-42.22901713864343	0.2972773789931616	0.4170344416877384	0.2856881793191008	0.0752761059116948	0.002891788835785461	0.5877467611961784	1.1326143475003674	2.645537219702603	0.0011686638200676318	0.5328118318122503	2.9426030930300913	1.0	1.0	1.0	1.0	1.0	1.0	6.0	844.0	8.0
430000	-45.70275621842204	-7.006560547678899	-38.69619567074314	0.253927406691377	0.4279832574138265	0.3180893358947973	0.0768464918518636	0.08152410581234415	2.3250807598764958	0.06711044103874719	2.1215915014675204	0.4079902334199101	1.4381056900224898	0.6937640724521658	0.0	1.0	1.0	0.0	1.0	1.0	4.0	274.0	27.0
440000	-49.13078232449976	-10.854285029324195	-38.27649729517557	0.24528314568299517	0.4446113886724555	0.31010546564455	1.1581916685133653	0.011750437385158784	4.250526186145799	0.11036486735316202	1.3016648518152223	1.1098870200997706	0.07441781002775513	0.4953499240068679	0.0	1.0	0.0	1.0	1.0	1.0	4.0	868.0	9.0
450000	-46.64164374683144	-7.470269765867785	-39.17137398096366	0.2556028773747373	0.419051952358844	0.32534517026641935	0.39174748168481816	0.016985180930511965	1.3023199873051907	0.28412820143722733	0.8086794343867502	0.21542741314414865	1.8724679561110593	1.451179089801257	0.0	1.0	1.0	0.0	1.0	1.0	4.0	969.0	19.0
460000	-48.94559879498799	-10.624088656652455	-38.32151013833553	0.24163520705638847	0.3900051603988456	0.3683596325447665	0.09714355298133899	0.05623430227755937	3.988704885981975	0.060396167414879874	2.5339419018068012	0.38271323986628236	2.4398499835463143	1.3858373160361275	0.0	1.0	1.0	1.0	1.0	0.0	4.0	930.0	37.0
470000	-44.86937658049909	-3.0705676187674427	-41.79880896173165	0.18173831635079926	0.5029386497902177	0.3153230338589835	0.09946349559017904	0.0020206349476982097	0.09891515987221723	0.9505029553876723	0.6611579155211598	1.0245245244521293	0.28003963674721344	0.23395837510985318	1.0	1.0	1.0	1.0	0.0	1.0	5.0	719.0	8.0
480000	-41.54408651153776	-0.08482259594731856	-41.45926391559045	0.2285317091384929	0.4963244886430658	0.2751438022184417	0.018406955666394244	0.010361676598425927	0.9264866009574536	0.10692542968199677	0.06547384646888807	0.04260984881741231	1.2121982112654317	0.4490001637016011	0.0	1.0	1.0	0.0	1.0	1.0	4.0	754.0	13.0
490000	-45.55177886791884	-5.855020136582041	-39.6967587313368	0.2160104230340457	0.48303164139732946	0.3009579355686251	0.38916678925998877	0.021875362515270422	0.033773195624936934	0.1843526195603589	0.5834259086798811	0.3511027069985476	2.147603798801312	0.506219810373459	0.0	1.0	1.0	1.0	1.0	1.0	5.0	367.0	23.0
500000	-45.19325037501838	-5.7192974891953785	-39.473952885823	0.22639212669855724	0.44840014016514734	0.3252077331362956	0.034469056417749944	0.007980933451876813	0.12894906620478117	0.4524816675919115	1.1111905792929389	0.4556559370720157	2.4102137357109608	2.057056795810071	1.0	1.0	1.0	1.0	1.0	1.0	6.0	607.0	10.0
510000	-45.59301298505352	-6.529417714555189	-39.06359527049833	0.3920446090971857	0.2820524793926213	0.32590291151019335	0.22531987670512232	0.015911970282049444	0.0477240917493348	0.30297862489327326	1.6077875226050007	0.13574922854656934	0.08906934368331129	3.6956376040494243	0.0	1.0	1.0	0.0	1.0	1.0	4.0	568.0	12.0
520000	-41.450369478391	-2.1795080724497375	-39.27086140594127	0.3710738221069774	0.09591059241596567	0.5330155854770573	0.01811519128606499	0.0013708862413129694	0.24091339534609232	0.9717920064093978	0.26957357719648156	0.9108745300780973	1.1689014970356186	0.6427099936594971	1.0	1.0	1.0	1.0	1.0	1.0	6.0	753.0	8.0
530000	-43.45205466603972	-5.0331699338705205	-38.418884732169204	0.7666833842358336	0.14042742161397828	0.09288919415018876	0.2919421456957021	0.017032251086220092	0.634047029873396	0.07503123147078902	0.8381521660699811	0.3100266022602918	1.777818963903042	0.3380379136454546	0.0	1.0	0.0	1.0	1.0	1.0	4.0	7.0	14.0
540000	-42.22832979101242	-3.06514496673076	-39.16318482428166	0.48726956402672916	0.17861474892987822	0.33411568704339323	0.020303849786698278	0.001809319703388621	0.11311262826825261	0.6285035857254627	0.938193769201749	2.477774864697901	0.3166878740263597	0.4305093063127279	1.0	1.0	1.0	1.0	1.0	1.0	6.0	724.0	9.0
550000	-45.87671420819694	-5.8553872205212	-40.021326987675735	0.2898687489985788	0.3542783461180969	0.355852904883325	0.024871191280719258	0.035787602638674185	2.029695729399783	0.1781541009613903	0.45997061902697456	1.9373279567478574	1.951124074882224	0.17546008174739586	0.0	1.0	1.0	1.0	1.0	1.0	5.0	35.0	24.0
560000	-36.71126000894797	0.7468637677672425	-37.45812377671521	0.243445823843155	0.14147655782634316	0.6150776183305026	0.0014833555502668768	0.004229636030283511	0.09628986477516169	0.401891811764331	0.10102239239816539	0.5493434176992806	1.9430207168502487	0.37705856989594094	1.0	1.0	1.0	0.0	1.0	0.0	4.0	440.0	14.0
570000	-38.1971500363352	0.17492817985746134	-38.37207821619266	0.8681978203477515	0.04679593451738298	0.0850062451348664	0.012602965392806243	0.006768903665347017	0.19263234156760015	0.34528686242132794	0.5581325346565988	0.815838818589521	0.8098888371909388	0.41809427662382725	0.0	1.0	1.0	1.0	0.0	1.0	4.0	252.0	9.0
580000	-48.61230750040844	-10.27929450012133	-38.33301300028711	0.3292906869804125	0.6512893211522434	0.019419991867345	0.46283794332808476	0.01437471011656754	0.014577152258353659	0.4866785735474641	0.3941920391265258	0.14340631009929505	1.880961284319753	4.346053846009311	1.0	1.0	1.0	1.0	1.0	1.0	6.0	834.0	9.0
590000	-44.62530964586584	-5.65615092007493	-38.96915872579091	0.3033380984257187	0.491723859728234	0.2049380418460483	0.03277894023520665	0.034287497036669896	2.3240273394634308	0.11699687746967516	1.0100486447212322	0.12024215808002402	2.532813541732795	0.9140210986691322	0.0	1.0	0.0	1.0	1.0	1.0	4.0	868.0	19.0
600000	-44.25846910962428	-1.6067488494911375	-42.65172026013314	0.13227107840206986	0.4721483216416429	0.39558059995628836	0.006112788413810498	0.002004131930096171	0.4947886833103092	1.1621517599811575	0.08304203277676767	0.22080854268816733	3.698120425204755	0.04961166562141869	1.0	1.0	1.0	1.0	1.0	0.0	5.0	693.0	8.0
610000	-40.81336578531645	2.139428250001643	-42.95279403531809	0.15108429515427274	0.5196365897603699	0.32927911508535834	0.0013016995326474263	8.162899775032365E-4	0.49173613201920163	1.2905922632999383	0.6790909313748246	0.6788809997199108	0.839154366487695	0.006128633249438297	1.0	1.0	1.0	1.0	1.0	0.0	5.0	96.0	8.0
620000	-42.6213861384943	-0.7617511474318492	-41.85963499106245	0.5232168229805535	0.4629822336151015	0.013800943404345963	9.713766718319858E-4	0.0011913175240545815	1.1509778891753162	1.0866572953605338	1.3311482041227176	0.6834273114547041	1.4502277227735532	1.5350563947057312	1.0	1.0	0.0	1.0	1.0	0.0	4.0	516.0	8.0
630000	-42.68644250828238	-3.1777766695555947	-39.50866583872679	0.46681169160906155	0.00594614634941204	0.5272421620415271	0.00858663074513479	0.00919902460113354	0.574810140491379	0.2201767998034823	0.5121634592699964	0.1298244977719617	3.913804221590086	0.6743392187606136	0.0	1.0	1.0	1.0	1.0	1.0	5.0	135.0	12.0
640000	-45.584354702513195	-5.192256784414993	-40.3920979180982	0.513934534785616	0.31044264125953464	0.17562282395484988	0.02488800657881813	0.012312680915276413	0.1340627822818772	0.3778562694953478	1.3997860840107106	0.8269945308966467	2.4472357028371645	1.8258389939853843	0.0	1.0	1.0	1.0	1.0	1.0	5.0	60.0	15.0
650000	-51.938906205652934	-12.546366082897089	-39.39254012275585	0.29613254400877476	0.4033886204612471	0.3004788355299786	0.029799468576106193	0.07576219414746325	3.3985347795526355	0.265807475856585	1.4950615794887372	2.427257392388341	4.07410500354284	0.3848275161334785	0.0	1.0	1.0	1.0	1.0	1.0	5.0	411.0	46.0
660000	-51.53491780627163	-7.763100614799983	-43.77181719147165	0.055642203753408864	0.0580583223955221	0.8862994738510697	0.48177105881990806	0.008336882559972052	1.518437554812621	0.4009730947872808	0.39219264676539634	0.5629519661703583	0.20816775270845303	2.815073594243814	0.0	1.0	1.0	0.0	1.0	1.0	4.0	884.0	15.0
670000	-53.79785853435233	-14.03514297270512	-39.76271556164721	0.47066142744369616	0.35654834444440103	0.1727902281119037	5.043939749407241	0.008948623905368897	0.017847186211047115	0.3197799665007722	1.2753055584457889	2.0855642137792705	1.7495660367188772	0.9335115841508332	1.0	1.0	1.0	0.0	1.0	0.0	4.0	745.0	12.0
680000	-37.39966910418232	1.271826074940794	-38.67149517912312	0.4309784739745744	0.47231144785135926	0.0967100781740672	7.857545643228521E-4	9.481125522557306E-4	0.11246661730760947	1.291991080419454	0.48304267778305016	2.1887752307231967	0.19774552099856063	0.7570633513197851	1.0	1.0	1.0	0.0	1.0	1.0	5.0	423.0	8.0
690000	-45.36478825396507	-5.065537439695094	-40.299250814269975	0.1254233001812174	0.40669130552564675	0.4678853942931366	0.16439875284994546	0.0710784344219904	0.18164886073854872	0.024411453874013545	0.5070086051759585	1.8625419437245325	1.7557700569456414	0.5129327258734001	0.0	1.0	0.0	1.0	0.0	1.0	3.0	162.0	33.0
700000	-41.51436482733882	-1.2265283761204469	-40.28783645121837	0.3313575643822495	0.17211081759554325	0.49653161802220785	0.00558441715304204	0.0037759166498051175	3.011162610534933	0.25109350618752047	0.17974057286814005	1.2112241496726504	0.0029826971780736048	0.45967428891563167	0.0	1.0	1.0	1.0	1.0	1.0	5.0	245.0	9.0
710000	-47.45161082226809	-6.076798254238758	-41.37481256802933	0.24226273407510326	0.23944839918007466	0.5182888667448228	0.10933460958342345	0.023194625773640638	0.13047079694245148	0.22232113711131465	0.7249188345147642	0.13799720892133235	4.660173745845105	0.04075033186255585	1.0	1.0	1.0	0.0	1.0	1.0	5.0	559.0	45.0
720000	-50.797976029174585	-10.73692204750853	-40.061053981666056	0.8409525363824724	0.07965095585100446	0.07939650776652396	0.0012934925045349202	0.0018981905180107145	1.1252091187097368	3.8022893989787483	7.6959557310073246	1.4488808080030935	0.9168052003853168	0.3487405817042311	1.0	1.0	1.0	1.0	1.0	1.0	6.0	42.0	9.0
730000	-44.25285427588568	-5.4521414850738505	-38.80071279081183	0.6779391808375129	0.07313369440024942	0.24892712476223852	0.5544927248203952	0.0023893234780160083	0.13476956148445465	0.9437685075691519	1.025387251417402	0.16510462511090554	0.1945228702136012	0.3782168371894731	1.0	1.0	1.0	0.0	1.0	1.0	5.0	891.0	8.0
740000	-46.08279811998187	-5.327542576453043	-40.755255543528826	0.05848878806055824	0.1925595251021388	0.7489516868373038	0.0354633525170922	0.029512529698117865	0.8082157550884848	0.18079919998832497	2.6615991466297317	0.6567387373743961	1.0964235284619337	0.8693508965626695	0.0	1.0	1.0	1.0	1.0	1.0	5.0	37.0	33.0
750000	-39.238064891199436	-0.7860295397151722	-38.45203535148426	0.66345984730877	0.2545616251755779	0.08197852751565324	0.004232833789592364	0.0013550635188988686	1.3750645864598197	2.3157842988493127	0.44030269784581055	1.415228538301547	0.14333201365265294	0.2688516333240984	1.0	1.0	0.0	1.0	0.0	1.0	4.0	252.0	8.0
760000	-39.88473714226983	-2.2690164636710435	-37.615720678598784	0.5535858615029272	0.17327870075305066	0.27313543774402305	8.845972628861675E-4	8.730261203874588E-4	0.2526595764249322	4.491225835099516	1.6504893671749823	0.8434298379326682	0.6346981893192891	0.7413503464474739	1.0	1.0	0.0	1.0	1.0	1.0	5.0	7.0	8.0
770000	-46.5410916528907	-5.027500780402352	-41.51359087248835	0.5715200175796784	0.04282459305749191	0.38565538936283056	4.529614306612173E-4	0.0010875023113467216	0.4938365832250723	2.906681442078249	2.3345517170728685	0.027461459451512182	3.351527411456201	1.1553832713509735	1.0	1.0	1.0	1.0	1.0	1.0	6.0	741.0	8.0
780000	-37.109436915280206	3.312981472476679	-40.422418387756885	0.29833061614103806	0.19996546203685672	0.5017039218221062	5.423316192002672E-4	9.910842012640624E-4	0.479064856700917	1.048921849966286	0.15612463849553776	0.04507023323908978	0.3543582531478718	0.14869034387524105	1.0	1.0	1.0	1.0	1.0	1.0	6.0	135.0	8.0
790000	-47.41656401846486	-6.198521390656869	-41.21804262780799	0.09380067144788279	0.12795611871115212	0.778243209840966	0.02682027292000827	0.026175495202305207	0.581508144656866	0.09848846085016989	4.291545393960444	0.26413240845050906	2.156025067948253	0.5428050916832078	0.0	1.0	1.0	0.0	1.0	1.0	4.0	9.0	12.0
