# BEAST v1.10.5 Prerelease #23570d1
# Generated Fri Feb 07 11:16:21 CET 2020 [seed=1581070566592]
# -beagle_cpu -save_every 1000000 HBV-D_phylogeography.xml
state	joint	prior	likelihood	location.clock.rate	location.meanRate	location.rates.Africa.Americas	location.rates.Africa.EastSouthAsia	location.rates.Africa.Europe	location.rates.Africa.WestCentralAsia	location.rates.Americas.EastSouthAsia	location.rates.Americas.Europe	location.rates.Americas.WestCentralAsia	location.rates.EastSouthAsia.Europe	location.rates.EastSouthAsia.WestCentralAsia	location.rates.Europe.WestCentralAsia	location.rates.Americas.Africa	location.rates.EastSouthAsia.Africa	location.rates.Europe.Africa	location.rates.WestCentralAsia.Africa	location.rates.EastSouthAsia.Americas	location.rates.Europe.Americas	location.rates.WestCentralAsia.Americas	location.rates.Europe.EastSouthAsia	location.rates.WestCentralAsia.EastSouthAsia	location.rates.WestCentralAsia.Europe	location.indicators.Africa.Americas	location.indicators.Africa.EastSouthAsia	location.indicators.Africa.Europe	location.indicators.Africa.WestCentralAsia	location.indicators.Americas.EastSouthAsia	location.indicators.Americas.Europe	location.indicators.Americas.WestCentralAsia	location.indicators.EastSouthAsia.Europe	location.indicators.EastSouthAsia.WestCentralAsia	location.indicators.Europe.WestCentralAsia	location.indicators.Americas.Africa	location.indicators.EastSouthAsia.Africa	location.indicators.Europe.Africa	location.indicators.WestCentralAsia.Africa	location.indicators.EastSouthAsia.Americas	location.indicators.Europe.Americas	location.indicators.WestCentralAsia.Americas	location.indicators.Europe.EastSouthAsia	location.indicators.WestCentralAsia.EastSouthAsia	location.indicators.WestCentralAsia.Europe	location.nonZeroRates	location.branchRates	location.treeLikelihood
100000	-443.0918064514259	-60.79822694291384	-382.29357950851204	1.9650854099854788E-4	1.9650854099854788E-4	4.886178016078675	0.04818037606876367	0.3280803373887151	1.4100139001741723	2.6906935644184884	0.49282195232748816	0.9368227357596282	0.36039086104232104	0.04027175636790355	0.9979898646240276	1.1191112285208071	1.0753950968142143	0.3440678919106396	0.7116176801687033	0.9291624236618312	2.088480054515714	0.05683880064137239	0.6932557335459906	1.0184702242742758	1.8053644252370131	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	9.0	0.0	-382.29357950851204
110000	-440.68294840780044	-61.78425946972167	-378.89868893807875	1.957989847704109E-4	1.9579898477041065E-4	0.2156522920363068	4.063044179178089	0.700190644196292	0.4174115985021911	1.621948806486615	2.58671221720131	0.347817930599413	1.0070327621179533	0.8462060120004915	0.47561743023015957	0.704569809574997	0.7399716685118208	0.126257782501014	0.7929456514815949	0.7001017294322857	1.0674630048588036	0.14281818480604222	1.1743776989386097	1.7260175724144273	1.4777470981642453	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	11.0	0.0	-378.89868893807875
120000	-439.2754995174266	-52.67065272995323	-386.6048467874734	1.515850186644826E-4	1.5158501866448254E-4	0.09407959035221918	0.20359670048528816	0.8014927361178671	2.184879648890758	4.554644015233938	0.2108953464634909	0.7435749466188664	0.6891834214612321	1.3417027478562795	1.0450142315216835	0.48204216545978146	0.8103087162264897	0.13140129071387513	0.8343963834216802	0.3447477283080915	1.2219115786371837	0.7455869804175296	0.5863780058203759	1.313283168973167	1.5769729027966586	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-386.6048467874734
130000	-430.0300035864378	-47.979499125285386	-382.0505044611524	1.4882157423196085E-4	1.4882157423196088E-4	0.34448646129540234	0.08936967338285902	0.7905514764553777	0.8719324371340524	0.9112710995476794	0.8828942258578942	0.9832771497755182	0.577629903767253	0.47595956445407694	1.2371983979441212	1.0450890876733787	0.32446592398342844	0.551406869005373	0.9105093886102434	0.5925526188355306	3.0508937517138817	0.6475759514296759	0.9707675420976154	2.9498743295476784	1.6873032942149162	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	9.0	0.0	-382.0505044611524
140000	-428.3417502873489	-52.357734655990654	-375.9840156313582	2.0145454644457427E-4	2.0145454644457432E-4	3.40048517285711	0.3270628271165728	0.2740587008248345	0.2576183175901172	0.15399176390082828	0.06991179463467855	0.5846264147944146	0.5818353721468433	0.08153573060897949	1.1416764497852907	0.4156318873261399	0.23349554420775862	0.07611366290059815	0.2823931083443697	0.6307813400304259	1.0251299771731108	0.6936448005055584	0.9476239763635868	0.9787851399582974	1.0267788145523498	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-375.9840156313582
150000	-445.6262699650988	-65.14361171796772	-380.4826582471311	1.4932167323819688E-4	1.4932167323819713E-4	0.27253884030193104	2.97033605349977	0.8354891666991764	0.27353559280794043	0.6781045853050508	1.1102071477122768	0.14509023891445857	0.15965031043501618	0.5291551004923811	2.1831195895879323	7.083264322324488	0.8425597834678662	1.1685758025412412	0.904363955457756	0.97109058563744	2.353962897114882	0.08624804092529227	2.742427371744224	1.5222168661804834	1.7839987117734213	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	11.0	0.0	-380.4826582471311
160000	-444.42416770609105	-65.3652138770396	-379.05895382905146	1.9751946503345318E-4	1.9751946503345313E-4	0.2627958149178244	6.91176025302017	0.6693779348032413	1.1073167361693514	0.8152800467742476	0.8066379129917514	1.313792974867579	0.4705712722305051	1.2087961703055623	1.5309688006651734	2.0818271034212903	0.11497976225260692	0.8213803017205907	0.6150747669244825	1.242081190584991	2.902332305798716	0.10478791554202009	1.461572710412789	2.703087809881309	2.9989891652627896	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	11.0	0.0	-379.05895382905146
170000	-430.5148410892087	-45.96873726946237	-384.5461038197463	1.3960876982951518E-4	1.3960876982951523E-4	0.39428221867695573	0.03155789959162145	0.5760347687205162	2.304781400328719	0.2791528906607054	0.743623818774965	1.1363294022683395	0.970231362910509	0.5491037024013251	0.35834072546375434	0.6142047796541064	0.0032860307868001304	0.9338496093794332	1.3092234012086517	0.8032077655188733	1.7130291893113827	0.5334625914427354	0.5201809270692141	2.3695001523523085	1.6887383633115685	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-384.5461038197463
180000	-440.2844960488872	-44.312427594228026	-395.97206845465917	1.5649335313162093E-4	1.5649335313162136E-4	0.2490759376456876	0.3202773969572113	0.22742963971221566	0.4839800673099218	0.31015256003611447	0.469620067360879	0.20508729518290156	1.4354983300422783	1.4743739681848183	0.5197740051551374	5.31067153798794	0.018576304681297486	0.5571324004932455	1.3049600090517286	0.8919365263861161	1.9704806374705734	0.18466124537228487	0.4581587540630963	2.85104970342419	1.060992453410607	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-395.97206845465917
190000	-444.00772403346514	-49.1959824337837	-394.81174159968145	1.5664707714565731E-4	1.566470771456566E-4	0.32576150752031147	0.013282209386494666	0.8541640039292371	1.7595069719089915	0.4086415426419761	0.7087621411785214	0.4013752447878651	0.6485797903933049	0.7425094881463407	0.43165481342463047	1.1326081454000805	0.48042061942413167	0.48910342880688423	0.9156769098870131	1.6198291794137765	0.6662382906808593	6.958138084217709	1.1492619636477415	2.6367865314154244	2.0334789019245743	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-394.81174159968145
200000	-464.7063612561059	-65.1967934130345	-399.5095678430714	1.1091369013337409E-4	1.1091369013337413E-4	1.1525002675881453	0.06722928390611685	1.255313510351875	4.431166250141125	0.6876624714606756	7.655239214338196	1.8876300283497776	0.9227049152869637	0.1258243467528074	0.685075656181342	2.25593155376625	1.3585259833504284	0.5246740816778493	0.8797384012345937	0.10920874936797194	3.8023295228116365	1.0020563161979998	2.7958132872217316	3.885868305532054	2.9855142821078404	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	11.0	0.0	-399.5095678430714
210000	-442.19898331047057	-61.7546951943776	-380.444288116093	1.8223213949165816E-4	1.822321394916584E-4	0.0808760097950443	0.31788672093445464	0.9546682641728135	0.059820803962719465	0.653322108496636	0.09015682147195543	0.8714339749482097	0.34124210500790736	3.2881680870033847	3.0004746415755115	0.5519384471166899	0.012266326147063474	0.22979108771237552	0.8748547316581295	0.742659649707362	1.7444479455900024	0.1924623015968785	0.8317647476617469	3.0356226507439468	1.4344742863078064	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	12.0	0.0	-380.444288116093
220000	-435.2659544682882	-54.28082464692288	-380.9851298213653	1.5176447661316512E-4	1.5176447661316493E-4	0.45870503277377667	0.6295677229886032	1.3061175231839426	0.5368209118153651	0.24763470463550297	1.6153247795375785	3.665752736092734	0.466376251998444	0.7259782831308199	1.6545456293773082	3.3768825325008325	0.764155354497654	1.2303571040583603	0.6171197895860204	0.5836540700022472	1.621585814048525	1.6498212081755583	2.269110836805115	1.6658436219739179	1.7397501631389558	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	9.0	0.0	-380.9851298213653
230000	-425.210877721491	-57.32659417247191	-367.8842835490191	1.4082692931144037E-4	1.408269293114408E-4	2.7105571705871685	0.9107234391805529	0.7392148338651782	0.09120023792920987	0.3440790357919015	1.1411844094251213	0.25937832062734706	0.850806093504105	1.2371159286450277	1.103874073542578	1.4296957924339815	0.15584366725081372	0.4519318434011058	0.9355957295996087	1.45722178415952	1.516388242865084	1.4539586894289458	1.2012787200895756	1.8721714930518913	1.5082470588639982	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	12.0	0.0	-367.8842835490191
